Event,Particle,Energy(keV),PosX(cm),PosY(cm),PosZ(cm),Time(ns)
3,neutron,0,50.2536,-89.6781,24.1789,122.341
3,neutron,0,49.2843,-90.892,24.6587,123.367
3,Pb208,14.6027,49.2843,-90.892,24.6587,123.367
3,Pb208,0,49.2843,-90.892,24.6587,123.367
3,Pb208,20.9723,50.2536,-89.6781,24.1789,122.341
3,Pb208,0,50.2536,-89.6781,24.1789,122.341
3,Pb207,10.3677,50.3378,-90.0683,24.5996,121.977
3,Pb207,0,50.3378,-90.0683,24.5996,121.977
3,Pb207,15.8842,50.4608,-91.0507,23.9955,121.254
3,Pb207,0,50.4608,-91.0507,23.9955,121.254
3,Pb208,15.0382,51.8527,-89.6041,22.8285,119.814
3,Pb208,0,51.8527,-89.6041,22.8285,119.814
3,Pb208,0.553069,50.9691,-86.455,27.0749,116.508
3,Pb208,0,50.9691,-86.455,27.0749,116.509
3,Pb207,16.9449,51.0242,-86.1962,27.442,116.229
3,Pb207,0,51.0242,-86.1962,27.442,116.229
3,Pb208,3.02349,-81.0224,-61.4109,-14.0812,30.0425
3,Pb208,0,-81.0224,-61.4109,-14.0812,30.0425
3,Pb208,3.75038,-82.5946,-59.73,-16.0534,28.1869
3,Pb208,0,-82.5946,-59.73,-16.0534,28.1869
6,neutron,0,70.4598,-70.9607,96.8424,32.0799
7,neutron,0,-96.7366,25.3382,64.7157,27.4496
7,neutron,0,-101.628,26.6195,67.9882,28.8376
7,gamma,0,-106.33,27.1307,69.2468,29.9658
7,gamma,0.01845,-106.33,27.1307,69.2468,29.9658
7,e-,0.03558,-106.366,27.1094,69.2297,29.9673
7,e-,0.05329,-106.366,27.1094,69.2297,29.9673
7,e-,0.03414,-106.366,27.1094,69.2297,29.9673
7,e-,0.0328,-106.366,27.1094,69.2297,29.9673
7,e-,0,-106.366,27.1094,69.2297,29.9673
7,e-,0.15377,-106.366,27.1094,69.2297,29.9673
7,e-,0,-106.366,27.1094,69.2297,29.9673
7,e-,0.10098,-106.366,27.1094,69.2297,29.9673
7,e-,0.03659,-106.366,27.1094,69.2297,29.9673
7,e-,0.0471488,-106.366,27.1094,69.2297,29.9673
7,e-,0.148631,-106.366,27.1094,69.2297,29.9673
